r_azon,szakmacsoport_kod,szakmacsoport_nev,is_terapia
0944G1807,18,Pszichiátria,1
0944G1808,18,Pszichiátria,1
0944G1809,18,Pszichiátria,1
0944G1810,18,Pszichiátria,1
0944G1811,18,Pszichiátria,1
0944G1812,18,Pszichiátria,1
0944G4500,18,Pszichiátria,1
0944G4501,18,Pszichiátria,1
0944G4502,18,Pszichiátria,1
0944G4503,18,Pszichiátria,1
0944G4504,18,Pszichiátria,1
0944G4505,18,Pszichiátria,1
0944G7101,18,Pszichiátria,1
100021801,18,Pszichiátria,1
1000G1801,18,Pszichiátria,1
1000G1802,18,Pszichiátria,1
1000G7101,18,Pszichiátria,1
100111801,18,Pszichiátria,1
100111802,18,Pszichiátria,1
100111803,18,Pszichiátria,1
100111891,18,Pszichiátria,1
100111892,18,Pszichiátria,1
100111893,18,Pszichiátria,1
100121802,18,Pszichiátria,1
100121804,18,Pszichiátria,1
100121811,18,Pszichiátria,1
100121812,18,Pszichiátria,1
100121821,18,Pszichiátria,1
100121822,18,Pszichiátria,1
100121832,18,Pszichiátria,1
100121841,18,Pszichiátria,1
100124501,18,Pszichiátria,1
100127102,18,Pszichiátria,1
1001A1812,18,Pszichiátria,1
1001G1801,18,Pszichiátria,1
1001G1802,18,Pszichiátria,1
1001G1821,18,Pszichiátria,1
1001G4501,18,Pszichiátria,1
1001G7101,18,Pszichiátria,1
1001G7103,18,Pszichiátria,1
100211800,18,Pszichiátria,1
100211801,18,Pszichiátria,1
100211891,18,Pszichiátria,1
100211892,18,Pszichiátria,1
100221800,18,Pszichiátria,1
100221801,18,Pszichiátria,1
100221803,18,Pszichiátria,1
100221807,18,Pszichiátria,1
100224501,18,Pszichiátria,1
1002A1801,18,Pszichiátria,1
1002A1802,18,Pszichiátria,1
1002G1801,18,Pszichiátria,1
1002G4301,18,Pszichiátria,1
1002G4501,18,Pszichiátria,1
100321800,18,Pszichiátria,1
1003G1801,18,Pszichiátria,1
1003G1802,18,Pszichiátria,1
101121801,18,Pszichiátria,1
101121802,18,Pszichiátria,1
101121803,18,Pszichiátria,1
101121811,18,Pszichiátria,1
101121812,18,Pszichiátria,1
101121813,18,Pszichiátria,1
101124501,18,Pszichiátria,1
1011G1801,18,Pszichiátria,1
1011G1802,18,Pszichiátria,1
1011G1803,18,Pszichiátria,1
1011G4501,18,Pszichiátria,1
1011G4502,18,Pszichiátria,1
101221801,18,Pszichiátria,1
101221803,18,Pszichiátria,1
101224501,18,Pszichiátria,1
1012G1801,18,Pszichiátria,1
1012G4501,18,Pszichiátria,1
101821800,18,Pszichiátria,1
1018G1801,18,Pszichiátria,1
1018G1802,18,Pszichiátria,1
102021801,18,Pszichiátria,1
1020G1801,18,Pszichiátria,1
102121800,18,Pszichiátria,1
102121801,18,Pszichiátria,1
1021G1801,18,Pszichiátria,1
102321801,18,Pszichiátria,1
1023G0801,18,Pszichiátria,1
1023G1801,18,Pszichiátria,1
102821801,18,Pszichiátria,1
1028G1801,18,Pszichiátria,1
1028G1802,18,Pszichiátria,1
1028G7101,18,Pszichiátria,1
103521800,18,Pszichiátria,1
103521801,18,Pszichiátria,1
103521802,18,Pszichiátria,1
1035G1801,18,Pszichiátria,1
1035G1802,18,Pszichiátria,1
1035G1803,18,Pszichiátria,1
1035G1804,18,Pszichiátria,1
103621801,18,Pszichiátria,1
1036G1801,18,Pszichiátria,1
103721801,18,Pszichiátria,1
103721802,18,Pszichiátria,1
103724501,18,Pszichiátria,1
1037G1801,18,Pszichiátria,1
1037G4501,18,Pszichiátria,1
109621801,18,Pszichiátria,1
10C921802,18,Pszichiátria,1
10C921811,18,Pszichiátria,1
10C921822,18,Pszichiátria,1
10C924501,18,Pszichiátria,1
10C9G1801,18,Pszichiátria,1
10C9G4501,18,Pszichiátria,1
110111801,18,Pszichiátria,1
110121801,18,Pszichiátria,1
110121802,18,Pszichiátria,1
110121803,18,Pszichiátria,1
110121804,18,Pszichiátria,1
110121805,18,Pszichiátria,1
110121806,18,Pszichiátria,1
110124401,18,Pszichiátria,1
1101G1801,18,Pszichiátria,1
1101G1802,18,Pszichiátria,1
1101G1803,18,Pszichiátria,1
1101G4501,18,Pszichiátria,1
110211801,18,Pszichiátria,1
110211881,18,Pszichiátria,1
110221801,18,Pszichiátria,1
110221802,18,Pszichiátria,1
110221803,18,Pszichiátria,1
110221811,18,Pszichiátria,1
110221821,18,Pszichiátria,1
110221891,18,Pszichiátria,1
110221893,18,Pszichiátria,1
1102A1801,18,Pszichiátria,1
1102A1802,18,Pszichiátria,1
1102G1801,18,Pszichiátria,1
1102G1802,18,Pszichiátria,1
1102G1804,18,Pszichiátria,1
1102G4301,18,Pszichiátria,1
110311800,18,Pszichiátria,1
110321800,18,Pszichiátria,1
110321801,18,Pszichiátria,1
110321830,18,Pszichiátria,1
1103G1801,18,Pszichiátria,1
110421800,18,Pszichiátria,1
1104G1800,18,Pszichiátria,1
110521801,18,Pszichiátria,1
1105G1801,18,Pszichiátria,1
1105G1802,18,Pszichiátria,1
110621800,18,Pszichiátria,1
110621801,18,Pszichiátria,1
110621802,18,Pszichiátria,1
110621803,18,Pszichiátria,1
110627341,18,Pszichiátria,1
1106G1801,18,Pszichiátria,1
1120G1801,18,Pszichiátria,1
112121801,18,Pszichiátria,1
112121804,18,Pszichiátria,1
11212FA01,18,Pszichiátria,1
1121G1801,18,Pszichiátria,1
112221801,18,Pszichiátria,1
112321801,18,Pszichiátria,1
112421801,18,Pszichiátria,1
1124G1802,18,Pszichiátria,1
1126G1801,18,Pszichiátria,1
1126G1802,18,Pszichiátria,1
113221801,18,Pszichiátria,1
1132G1802,18,Pszichiátria,1
120121801,18,Pszichiátria,1
1201A1801,18,Pszichiátria,1
1201G1801,18,Pszichiátria,1
1201G1820,18,Pszichiátria,1
1201G4501,18,Pszichiátria,1
120211801,18,Pszichiátria,1
120211803,18,Pszichiátria,1
120211811,18,Pszichiátria,1
120211891,18,Pszichiátria,1
120211892,18,Pszichiátria,1
120211893,18,Pszichiátria,1
120221800,18,Pszichiátria,1
120221801,18,Pszichiátria,1
120221802,18,Pszichiátria,1
120221804,18,Pszichiátria,1
120221805,18,Pszichiátria,1
120221807,18,Pszichiátria,1
120221821,18,Pszichiátria,1
120224501,18,Pszichiátria,1
120231804,18,Pszichiátria,1
120231805,18,Pszichiátria,1
1202A1821,18,Pszichiátria,1
1202G0901,18,Pszichiátria,1
1202G0902,18,Pszichiátria,1
1202G1821,18,Pszichiátria,1
1202G4400,18,Pszichiátria,1
1202G4501,18,Pszichiátria,1
120321801,18,Pszichiátria,1
120321807,18,Pszichiátria,1
120324501,18,Pszichiátria,1
1203G1801,18,Pszichiátria,1
122021801,18,Pszichiátria,1
122121801,18,Pszichiátria,1
1221G1801,18,Pszichiátria,1
130111800,18,Pszichiátria,1
130121801,18,Pszichiátria,1
130121802,18,Pszichiátria,1
130121831,18,Pszichiátria,1
130121850,18,Pszichiátria,1
130121851,18,Pszichiátria,1
130121852,18,Pszichiátria,1
130121854,18,Pszichiátria,1
130121871,18,Pszichiátria,1
1301G1801,18,Pszichiátria,1
1301G1802,18,Pszichiátria,1
1301G1803,18,Pszichiátria,1
1301G1821,18,Pszichiátria,1
1301G1831,18,Pszichiátria,1
1301G1835,18,Pszichiátria,1
1301G4501,18,Pszichiátria,1
130211801,18,Pszichiátria,1
130211802,18,Pszichiátria,1
130221801,18,Pszichiátria,1
130221802,18,Pszichiátria,1
130221803,18,Pszichiátria,1
130221810,18,Pszichiátria,1
130224401,18,Pszichiátria,1
1302G1801,18,Pszichiátria,1
1302G1802,18,Pszichiátria,1
1302G1803,18,Pszichiátria,1
130321801,18,Pszichiátria,1
1303G1801,18,Pszichiátria,1
130411811,18,Pszichiátria,1
130411812,18,Pszichiátria,1
130411821,18,Pszichiátria,1
130411822,18,Pszichiátria,1
130411824,18,Pszichiátria,1
130421809,18,Pszichiátria,1
130421810,18,Pszichiátria,1
130421811,18,Pszichiátria,1
130421812,18,Pszichiátria,1
130421820,18,Pszichiátria,1
130421822,18,Pszichiátria,1
130424310,18,Pszichiátria,1
130424501,18,Pszichiátria,1
130431813,18,Pszichiátria,1
130431823,18,Pszichiátria,1
130431825,18,Pszichiátria,1
130621801,18,Pszichiátria,1
130911801,18,Pszichiátria,1
130911805,18,Pszichiátria,1
130911891,18,Pszichiátria,1
130921801,18,Pszichiátria,1
130921802,18,Pszichiátria,1
130921803,18,Pszichiátria,1
130921804,18,Pszichiátria,1
130921805,18,Pszichiátria,1
130921810,18,Pszichiátria,1
132021800,18,Pszichiátria,1
1320G1803,18,Pszichiátria,1
132121801,18,Pszichiátria,1
132121804,18,Pszichiátria,1
132121806,18,Pszichiátria,1
1321G1801,18,Pszichiátria,1
1321G1802,18,Pszichiátria,1
1321G1803,18,Pszichiátria,1
1321G1854,18,Pszichiátria,1
1321G4501,18,Pszichiátria,1
132220901,18,Pszichiátria,1
132221801,18,Pszichiátria,1
132221806,18,Pszichiátria,1
132221807,18,Pszichiátria,1
1322G1801,18,Pszichiátria,1
1322G1807,18,Pszichiátria,1
132321801,18,Pszichiátria,1
132321802,18,Pszichiátria,1
132321805,18,Pszichiátria,1
132321812,18,Pszichiátria,1
132324501,18,Pszichiátria,1
1323G1801,18,Pszichiátria,1
1323G1802,18,Pszichiátria,1
132521801,18,Pszichiátria,1
132521802,18,Pszichiátria,1
132521803,18,Pszichiátria,1
132521804,18,Pszichiátria,1
132521805,18,Pszichiátria,1
132521806,18,Pszichiátria,1
132521807,18,Pszichiátria,1
132521821,18,Pszichiátria,1
132524501,18,Pszichiátria,1
1325A1801,18,Pszichiátria,1
1325G1801,18,Pszichiátria,1
1325G1802,18,Pszichiátria,1
1325G1803,18,Pszichiátria,1
1325G1804,18,Pszichiátria,1
1325G1805,18,Pszichiátria,1
1325G1806,18,Pszichiátria,1
1325G1821,18,Pszichiátria,1
1325G4501,18,Pszichiátria,1
132620018,18,Pszichiátria,1
132621801,18,Pszichiátria,1
1326A1801,18,Pszichiátria,1
1326G1801,18,Pszichiátria,1
1326G4301,18,Pszichiátria,1
132721801,18,Pszichiátria,1
132721806,18,Pszichiátria,1
132721807,18,Pszichiátria,1
1327G1801,18,Pszichiátria,1
1327G4501,18,Pszichiátria,1
132821800,18,Pszichiátria,1
132821801,18,Pszichiátria,1
132821803,18,Pszichiátria,1
132821806,18,Pszichiátria,1
1328R1800,18,Pszichiátria,1
133021801,18,Pszichiátria,1
133021802,18,Pszichiátria,1
133021821,18,Pszichiátria,1
133024501,18,Pszichiátria,1
1330G1801,18,Pszichiátria,1
133121800,18,Pszichiátria,1
133121801,18,Pszichiátria,1
133121802,18,Pszichiátria,1
133121803,18,Pszichiátria,1
133121804,18,Pszichiátria,1
133121805,18,Pszichiátria,1
1331G1801,18,Pszichiátria,1
133221800,18,Pszichiátria,1
133221801,18,Pszichiátria,1
1332G1801,18,Pszichiátria,1
133321801,18,Pszichiátria,1
133321851,18,Pszichiátria,1
1333G1801,18,Pszichiátria,1
133421801,18,Pszichiátria,1
133421802,18,Pszichiátria,1
133521801,18,Pszichiátria,1
133521802,18,Pszichiátria,1
133521805,18,Pszichiátria,1
133521806,18,Pszichiátria,1
1335G1801,18,Pszichiátria,1
1335G1802,18,Pszichiátria,1
1335G1805,18,Pszichiátria,1
1335L1807,18,Pszichiátria,1
133621801,18,Pszichiátria,1
133721801,18,Pszichiátria,1
133721809,18,Pszichiátria,1
134221801,18,Pszichiátria,1
134221821,18,Pszichiátria,1
1342A1801,18,Pszichiátria,1
1342G1801,18,Pszichiátria,1
1342G1821,18,Pszichiátria,1
134521801,18,Pszichiátria,1
134621801,18,Pszichiátria,1
134621802,18,Pszichiátria,1
134621805,18,Pszichiátria,1
134624501,18,Pszichiátria,1
1346G1801,18,Pszichiátria,1
1346G1802,18,Pszichiátria,1
137021801,18,Pszichiátria,1
137024501,18,Pszichiátria,1
1370G1801,18,Pszichiátria,1
137321801,18,Pszichiátria,1
1373G1801,18,Pszichiátria,1
13B221801,18,Pszichiátria,1
13B221802,18,Pszichiátria,1
13B221803,18,Pszichiátria,1
13B221810,18,Pszichiátria,1
13B224401,18,Pszichiátria,1
13B2G1801,18,Pszichiátria,1
13B2G1802,18,Pszichiátria,1
13B2G1803,18,Pszichiátria,1
13B321800,18,Pszichiátria,1
13B3G1803,18,Pszichiátria,1
13E121801,18,Pszichiátria,1
13F421801,18,Pszichiátria,1
13F4G1801,18,Pszichiátria,1
13F621801,18,Pszichiátria,1
13F621805,18,Pszichiátria,1
13F624501,18,Pszichiátria,1
13F6G1801,18,Pszichiátria,1
13F6G1802,18,Pszichiátria,1
13F821800,18,Pszichiátria,1
13F821801,18,Pszichiátria,1
13F8G4500,18,Pszichiátria,1
13G321800,18,Pszichiátria,1
13G3G1800,18,Pszichiátria,1
13G421801,18,Pszichiátria,1
13G4G1801,18,Pszichiátria,1
13H521800,18,Pszichiátria,1
13H5G1800,18,Pszichiátria,1
140111800,18,Pszichiátria,1
140111801,18,Pszichiátria,1
140121801,18,Pszichiátria,1
140121803,18,Pszichiátria,1
140121804,18,Pszichiátria,1
140121805,18,Pszichiátria,1
140121806,18,Pszichiátria,1
140121807,18,Pszichiátria,1
140121808,18,Pszichiátria,1
140121851,18,Pszichiátria,1
140124501,18,Pszichiátria,1
1401G1805,18,Pszichiátria,1
1401G1807,18,Pszichiátria,1
1401G1808,18,Pszichiátria,1
1401G1809,18,Pszichiátria,1
1401G1831,18,Pszichiátria,1
1401G1832,18,Pszichiátria,1
1401G1833,18,Pszichiátria,1
1401G1834,18,Pszichiátria,1
1401G1835,18,Pszichiátria,1
1401G1836,18,Pszichiátria,1
1401G1858,18,Pszichiátria,1
1401G4501,18,Pszichiátria,1
1401P1801,18,Pszichiátria,1
1401P1802,18,Pszichiátria,1
1401P4501,18,Pszichiátria,1
140221801,18,Pszichiátria,1
140221802,18,Pszichiátria,1
140221807,18,Pszichiátria,1
140221808,18,Pszichiátria,1
140221810,18,Pszichiátria,1
1402G1801,18,Pszichiátria,1
1402G1802,18,Pszichiátria,1
140421810,18,Pszichiátria,1
140421811,18,Pszichiátria,1
140424501,18,Pszichiátria,1
140424502,18,Pszichiátria,1
1404A1801,18,Pszichiátria,1
1404G1801,18,Pszichiátria,1
1404G1802,18,Pszichiátria,1
1404G1803,18,Pszichiátria,1
1404G1804,18,Pszichiátria,1
1404G1831,18,Pszichiátria,1
1404V0001,18,Pszichiátria,1
140711801,18,Pszichiátria,1
140711802,18,Pszichiátria,1
140711806,18,Pszichiátria,1
140721801,18,Pszichiátria,1
140721802,18,Pszichiátria,1
140721803,18,Pszichiátria,1
140721804,18,Pszichiátria,1
140721805,18,Pszichiátria,1
140721806,18,Pszichiátria,1
140721807,18,Pszichiátria,1
1407G1803,18,Pszichiátria,1
1407G1805,18,Pszichiátria,1
1407G1806,18,Pszichiátria,1
1407G1807,18,Pszichiátria,1
1407G1808,18,Pszichiátria,1
142021801,18,Pszichiátria,1
142021802,18,Pszichiátria,1
142021807,18,Pszichiátria,1
142021818,18,Pszichiátria,1
1420A1801,18,Pszichiátria,1
1420G1801,18,Pszichiátria,1
1420G1802,18,Pszichiátria,1
1420G1821,18,Pszichiátria,1
1420G4501,18,Pszichiátria,1
142121801,18,Pszichiátria,1
142221801,18,Pszichiátria,1
1422G1801,18,Pszichiátria,1
142321801,18,Pszichiátria,1
142821801,18,Pszichiátria,1
142821802,18,Pszichiátria,1
142821804,18,Pszichiátria,1
142821805,18,Pszichiátria,1
142821806,18,Pszichiátria,1
142821807,18,Pszichiátria,1
1428G1803,18,Pszichiátria,1
1428G1805,18,Pszichiátria,1
1428G1806,18,Pszichiátria,1
1428G1807,18,Pszichiátria,1
1428G1808,18,Pszichiátria,1
143921801,18,Pszichiátria,1
144921801,18,Pszichiátria,1
144924501,18,Pszichiátria,1
14A124401,18,Pszichiátria,1
14A1G4401,18,Pszichiátria,1
14A1G4402,18,Pszichiátria,1
14A221808,18,Pszichiátria,1
14A2G1809,18,Pszichiátria,1
14A2G1832,18,Pszichiátria,1
14A2G1833,18,Pszichiátria,1
150111800,18,Pszichiátria,1
150121801,18,Pszichiátria,1
150121802,18,Pszichiátria,1
150121803,18,Pszichiátria,1
150121804,18,Pszichiátria,1
150121805,18,Pszichiátria,1
150121806,18,Pszichiátria,1
150121807,18,Pszichiátria,1
150121808,18,Pszichiátria,1
150121809,18,Pszichiátria,1
150121810,18,Pszichiátria,1
150121811,18,Pszichiátria,1
150121812,18,Pszichiátria,1
150121813,18,Pszichiátria,1
150121814,18,Pszichiátria,1
150121815,18,Pszichiátria,1
150121816,18,Pszichiátria,1
150121817,18,Pszichiátria,1
150121818,18,Pszichiátria,1
150121819,18,Pszichiátria,1
150121820,18,Pszichiátria,1
150121821,18,Pszichiátria,1
150124501,18,Pszichiátria,1
150124502,18,Pszichiátria,1
1501A1803,18,Pszichiátria,1
1501G1801,18,Pszichiátria,1
1501G1802,18,Pszichiátria,1
1501G1803,18,Pszichiátria,1
1501G1804,18,Pszichiátria,1
1501G1805,18,Pszichiátria,1
1501G1806,18,Pszichiátria,1
1501G4401,18,Pszichiátria,1
1501G4501,18,Pszichiátria,1
1501G4503,18,Pszichiátria,1
1501G4504,18,Pszichiátria,1
1501P1801,18,Pszichiátria,1
150221802,18,Pszichiátria,1
150221803,18,Pszichiátria,1
150221804,18,Pszichiátria,1
150221805,18,Pszichiátria,1
150321803,18,Pszichiátria,1
150521801,18,Pszichiátria,1
150521802,18,Pszichiátria,1
150521803,18,Pszichiátria,1
150521804,18,Pszichiátria,1
150611801,18,Pszichiátria,1
150611802,18,Pszichiátria,1
150611803,18,Pszichiátria,1
150611804,18,Pszichiátria,1
150611805,18,Pszichiátria,1
150611806,18,Pszichiátria,1
150611807,18,Pszichiátria,1
150617030,18,Pszichiátria,1
150621801,18,Pszichiátria,1
150621802,18,Pszichiátria,1
150621803,18,Pszichiátria,1
150621804,18,Pszichiátria,1
150621805,18,Pszichiátria,1
150621806,18,Pszichiátria,1
150621807,18,Pszichiátria,1
150621808,18,Pszichiátria,1
150624501,18,Pszichiátria,1
1506G1801,18,Pszichiátria,1
1506G1802,18,Pszichiátria,1
1506G1806,18,Pszichiátria,1
1506G4301,18,Pszichiátria,1
1506G4401,18,Pszichiátria,1
150821800,18,Pszichiátria,1
151021800,18,Pszichiátria,1
152021801,18,Pszichiátria,1
152321801,18,Pszichiátria,1
152521800,18,Pszichiátria,1
160021801,18,Pszichiátria,1
160021802,18,Pszichiátria,1
160021803,18,Pszichiátria,1
160021804,18,Pszichiátria,1
1600G4501,18,Pszichiátria,1
1600G4502,18,Pszichiátria,1
160111814,18,Pszichiátria,1
160121811,18,Pszichiátria,1
160121812,18,Pszichiátria,1
160121813,18,Pszichiátria,1
160121814,18,Pszichiátria,1
160121815,18,Pszichiátria,1
160121821,18,Pszichiátria,1
160121822,18,Pszichiátria,1
160121824,18,Pszichiátria,1
160121831,18,Pszichiátria,1
160121881,18,Pszichiátria,1
160121882,18,Pszichiátria,1
1601A1815,18,Pszichiátria,1
1601A1816,18,Pszichiátria,1
1601G1801,18,Pszichiátria,1
1601G1802,18,Pszichiátria,1
1601G1815,18,Pszichiátria,1
1601G1816,18,Pszichiátria,1
1601G1822,18,Pszichiátria,1
1601G1823,18,Pszichiátria,1
1601G1824,18,Pszichiátria,1
1601G1825,18,Pszichiátria,1
1601G1826,18,Pszichiátria,1
1601G1832,18,Pszichiátria,1
1601G1833,18,Pszichiátria,1
1601G1834,18,Pszichiátria,1
1601G1835,18,Pszichiátria,1
160221806,18,Pszichiátria,1
1602G1801,18,Pszichiátria,1
160311801,18,Pszichiátria,1
160312103,18,Pszichiátria,1
160321811,18,Pszichiátria,1
160321821,18,Pszichiátria,1
1603G1801,18,Pszichiátria,1
1603G4301,18,Pszichiátria,1
1603P1801,18,Pszichiátria,1
1603R1801,18,Pszichiátria,1
160421870,18,Pszichiátria,1
1604G1801,18,Pszichiátria,1
160721801,18,Pszichiátria,1
160721802,18,Pszichiátria,1
1607G1801,18,Pszichiátria,1
160821870,18,Pszichiátria,1
160821871,18,Pszichiátria,1
160821872,18,Pszichiátria,1
1608G1801,18,Pszichiátria,1
1608G1802,18,Pszichiátria,1
1608G1803,18,Pszichiátria,1
162221801,18,Pszichiátria,1
162221810,18,Pszichiátria,1
1622G1804,18,Pszichiátria,1
1622G1805,18,Pszichiátria,1
162421802,18,Pszichiátria,1
162421806,18,Pszichiátria,1
1624G1802,18,Pszichiátria,1
165421800,18,Pszichiátria,1
170111801,18,Pszichiátria,1
170111891,18,Pszichiátria,1
170121801,18,Pszichiátria,1
170121802,18,Pszichiátria,1
170121811,18,Pszichiátria,1
170121812,18,Pszichiátria,1
170121813,18,Pszichiátria,1
170121891,18,Pszichiátria,1
170124501,18,Pszichiátria,1
1701G1803,18,Pszichiátria,1
1701G1804,18,Pszichiátria,1
1701P1801,18,Pszichiátria,1
1701P1802,18,Pszichiátria,1
170221804,18,Pszichiátria,1
1702G1804,18,Pszichiátria,1
170321801,18,Pszichiátria,1
170321802,18,Pszichiátria,1
170321803,18,Pszichiátria,1
1703G1801,18,Pszichiátria,1
1703G1802,18,Pszichiátria,1
1703G1803,18,Pszichiátria,1
1703G1804,18,Pszichiátria,1
170421801,18,Pszichiátria,1
170421807,18,Pszichiátria,1
172121800,18,Pszichiátria,1
172121801,18,Pszichiátria,1
1721G1803,18,Pszichiátria,1
1721G1804,18,Pszichiátria,1
180071801,18,Pszichiátria,1
180111801,18,Pszichiátria,1
180111803,18,Pszichiátria,1
180121801,18,Pszichiátria,1
180121802,18,Pszichiátria,1
180121803,18,Pszichiátria,1
180121804,18,Pszichiátria,1
180121805,18,Pszichiátria,1
180121806,18,Pszichiátria,1
180124301,18,Pszichiátria,1
180124500,18,Pszichiátria,1
180124501,18,Pszichiátria,1
180124502,18,Pszichiátria,1
180124503,18,Pszichiátria,1
180124504,18,Pszichiátria,1
180126801,18,Pszichiátria,1
180131801,18,Pszichiátria,1
180131802,18,Pszichiátria,1
1801A1803,18,Pszichiátria,1
1801G1801,18,Pszichiátria,1
1801G1802,18,Pszichiátria,1
1801G1803,18,Pszichiátria,1
1801G1804,18,Pszichiátria,1
1801G1805,18,Pszichiátria,1
1801G1806,18,Pszichiátria,1
1801G4500,18,Pszichiátria,1
1801G4501,18,Pszichiátria,1
1801G4502,18,Pszichiátria,1
180211801,18,Pszichiátria,1
180211803,18,Pszichiátria,1
180217030,18,Pszichiátria,1
180221801,18,Pszichiátria,1
180321801,18,Pszichiátria,1
180321802,18,Pszichiátria,1
180324501,18,Pszichiátria,1
1803A1801,18,Pszichiátria,1
1803G1801,18,Pszichiátria,1
1803G1802,18,Pszichiátria,1
1803G4301,18,Pszichiátria,1
1803G4501,18,Pszichiátria,1
180421800,18,Pszichiátria,1
180421801,18,Pszichiátria,1
180421806,18,Pszichiátria,1
1804G1801,18,Pszichiátria,1
180521801,18,Pszichiátria,1
180521802,18,Pszichiátria,1
180521803,18,Pszichiátria,1
180524501,18,Pszichiátria,1
1805A1802,18,Pszichiátria,1
1805G1801,18,Pszichiátria,1
1805G1802,18,Pszichiátria,1
1805G4302,18,Pszichiátria,1
1805G4501,18,Pszichiátria,1
182221801,18,Pszichiátria,1
1822A1801,18,Pszichiátria,1
1822G1801,18,Pszichiátria,1
1822G4301,18,Pszichiátria,1
1822G4501,18,Pszichiátria,1
1823A1801,18,Pszichiátria,1
1823G4301,18,Pszichiátria,1
186721801,18,Pszichiátria,1
186721802,18,Pszichiátria,1
1867G1801,18,Pszichiátria,1
1867G1802,18,Pszichiátria,1
190021800,18,Pszichiátria,1
190021802,18,Pszichiátria,1
190021803,18,Pszichiátria,1
190021805,18,Pszichiátria,1
190021808,18,Pszichiátria,1
190071803,18,Pszichiátria,1
190071804,18,Pszichiátria,1
190071805,18,Pszichiátria,1
190071808,18,Pszichiátria,1
190081808,18,Pszichiátria,1
190081817,18,Pszichiátria,1
1900G1800,18,Pszichiátria,1
1900G1801,18,Pszichiátria,1
1900G1802,18,Pszichiátria,1
1900G1804,18,Pszichiátria,1
1900G1805,18,Pszichiátria,1
1900G1806,18,Pszichiátria,1
1900G4301,18,Pszichiátria,1
1900G7101,18,Pszichiátria,1
190121801,18,Pszichiátria,1
190121802,18,Pszichiátria,1
190121803,18,Pszichiátria,1
190121805,18,Pszichiátria,1
190121806,18,Pszichiátria,1
190121820,18,Pszichiátria,1
190121891,18,Pszichiátria,1
190121892,18,Pszichiátria,1
1901G1800,18,Pszichiátria,1
1901G1801,18,Pszichiátria,1
1901G1802,18,Pszichiátria,1
1901G1803,18,Pszichiátria,1
190321801,18,Pszichiátria,1
1903G0901,18,Pszichiátria,1
1903G1801,18,Pszichiátria,1
1903G1802,18,Pszichiátria,1
190421801,18,Pszichiátria,1
1904G1801,18,Pszichiátria,1
1904P1804,18,Pszichiátria,1
190711801,18,Pszichiátria,1
190711802,18,Pszichiátria,1
190721891,18,Pszichiátria,1
190821801,18,Pszichiátria,1
1908G1801,18,Pszichiátria,1
190921801,18,Pszichiátria,1
1909G1801,18,Pszichiátria,1
191011803,18,Pszichiátria,1
191011891,18,Pszichiátria,1
191017030,18,Pszichiátria,1
191017091,18,Pszichiátria,1
191021804,18,Pszichiátria,1
191221801,18,Pszichiátria,1
191221802,18,Pszichiátria,1
1912G1801,18,Pszichiátria,1
1912G1802,18,Pszichiátria,1
192121801,18,Pszichiátria,1
1921G1801,18,Pszichiátria,1
192221801,18,Pszichiátria,1
1922G1801,18,Pszichiátria,1
1922G1802,18,Pszichiátria,1
192321801,18,Pszichiátria,1
192321802,18,Pszichiátria,1
1923G1801,18,Pszichiátria,1
1923G1802,18,Pszichiátria,1
193321801,18,Pszichiátria,1
193321802,18,Pszichiátria,1
1933G1801,18,Pszichiátria,1
1933G1802,18,Pszichiátria,1
1940G4501,18,Pszichiátria,1
1940G4502,18,Pszichiátria,1
1940G4503,18,Pszichiátria,1
1940G4504,18,Pszichiátria,1
1940G4505,18,Pszichiátria,1
1940G4506,18,Pszichiátria,1
1940G4507,18,Pszichiátria,1
1940G4508,18,Pszichiátria,1
1940G4509,18,Pszichiátria,1
1940G4510,18,Pszichiátria,1
1940G4511,18,Pszichiátria,1
194421801,18,Pszichiátria,1
1944G1801,18,Pszichiátria,1
195421801,18,Pszichiátria,1
1954G1801,18,Pszichiátria,1
196121801,18,Pszichiátria,1
1961G1802,18,Pszichiátria,1
196221802,18,Pszichiátria,1
1962G1803,18,Pszichiátria,1
200101801,18,Pszichiátria,1
200111801,18,Pszichiátria,1
200121840,18,Pszichiátria,1
200121841,18,Pszichiátria,1
200121843,18,Pszichiátria,1
200121862,18,Pszichiátria,1
200121870,18,Pszichiátria,1
200121871,18,Pszichiátria,1
200121872,18,Pszichiátria,1
200121873,18,Pszichiátria,1
200121874,18,Pszichiátria,1
200121880,18,Pszichiátria,1
200121881,18,Pszichiátria,1
200121882,18,Pszichiátria,1
200121883,18,Pszichiátria,1
200121884,18,Pszichiátria,1
200121890,18,Pszichiátria,1
200124401,18,Pszichiátria,1
200124501,18,Pszichiátria,1
2001A1804,18,Pszichiátria,1
2001A1805,18,Pszichiátria,1
2001G1801,18,Pszichiátria,1
2001G1802,18,Pszichiátria,1
2001G1803,18,Pszichiátria,1
2001G1804,18,Pszichiátria,1
2001G1805,18,Pszichiátria,1
2001G1806,18,Pszichiátria,1
2001G4401,18,Pszichiátria,1
2001G4504,18,Pszichiátria,1
200211810,18,Pszichiátria,1
200211811,18,Pszichiátria,1
200211820,18,Pszichiátria,1
200221800,18,Pszichiátria,1
200221801,18,Pszichiátria,1
200221803,18,Pszichiátria,1
200221804,18,Pszichiátria,1
200221813,18,Pszichiátria,1
200221815,18,Pszichiátria,1
