r_azon,szakmacsoport_kod,szakmacsoport_nev,is_terapia
092725622,01,Belgyógyászat,1
092790128,01,Belgyógyászat,1
092790129,01,Belgyógyászat,1
092790130,01,Belgyógyászat,1
092790131,01,Belgyógyászat,1
092790132,01,Belgyógyászat,1
092790133,01,Belgyógyászat,1
092790134,01,Belgyógyászat,1
092790135,01,Belgyógyászat,1
092790136,01,Belgyógyászat,1
0927N0101,01,Belgyógyászat,1
0927N0102,01,Belgyógyászat,1
0927N3001,01,Belgyógyászat,1
092920101,01,Belgyógyászat,1
092920102,01,Belgyógyászat,1
092920103,01,Belgyógyászat,1
092920104,01,Belgyógyászat,1
092923102,01,Belgyógyászat,1
092923103,01,Belgyógyászat,1
092923104,01,Belgyógyászat,1
092925610,01,Belgyógyászat,1
092925621,01,Belgyógyászat,1
092950100,01,Belgyógyászat,1
092990141,01,Belgyógyászat,1
092990142,01,Belgyógyászat,1
092990143,01,Belgyógyászat,1
092990144,01,Belgyógyászat,1
092990145,01,Belgyógyászat,1
093020100,01,Belgyógyászat,1
093320100,01,Belgyógyászat,1
09332DI00,01,Belgyógyászat,1
09332EN00,01,Belgyógyászat,1
0933N0100,01,Belgyógyászat,1
093424201,01,Belgyógyászat,1
093720100,01,Belgyógyászat,1
09372DI01,01,Belgyógyászat,1
0937N0100,01,Belgyógyászat,1
094020101,01,Belgyógyászat,1
094020102,01,Belgyógyászat,1
094020103,01,Belgyógyászat,1
094020104,01,Belgyógyászat,1
094020105,01,Belgyógyászat,1
094020106,01,Belgyógyászat,1
094020107,01,Belgyógyászat,1
094020108,01,Belgyógyászat,1
094020109,01,Belgyógyászat,1
094020110,01,Belgyógyászat,1
094021601,01,Belgyógyászat,1
094022701,01,Belgyógyászat,1
094022702,01,Belgyógyászat,1
094022703,01,Belgyógyászat,1
094022704,01,Belgyógyászat,1
094022801,01,Belgyógyászat,1
094022802,01,Belgyógyászat,1
094022803,01,Belgyógyászat,1
094022804,01,Belgyógyászat,1
094022805,01,Belgyógyászat,1
094022806,01,Belgyógyászat,1
094022807,01,Belgyógyászat,1
094022808,01,Belgyógyászat,1
094022901,01,Belgyógyászat,1
094022914,01,Belgyógyászat,1
094023001,01,Belgyógyászat,1
094023002,01,Belgyógyászat,1
094023003,01,Belgyógyászat,1
094023004,01,Belgyógyászat,1
094023005,01,Belgyógyászat,1
094023006,01,Belgyógyászat,1
094023007,01,Belgyógyászat,1
094023008,01,Belgyógyászat,1
094023009,01,Belgyógyászat,1
09402300B,01,Belgyógyászat,1
09402300D,01,Belgyógyászat,1
09402300F,01,Belgyógyászat,1
09402300G,01,Belgyógyászat,1
094023010,01,Belgyógyászat,1
094023011,01,Belgyógyászat,1
094023012,01,Belgyógyászat,1
094023013,01,Belgyógyászat,1
094023014,01,Belgyógyászat,1
094023101,01,Belgyógyászat,1
094023102,01,Belgyógyászat,1
094023103,01,Belgyógyászat,1
094023104,01,Belgyógyászat,1
094023105,01,Belgyógyászat,1
094023106,01,Belgyógyászat,1
094023108,01,Belgyógyászat,1
094023109,01,Belgyógyászat,1
094023110,01,Belgyógyászat,1
094023701,01,Belgyógyászat,1
094023702,01,Belgyógyászat,1
094023703,01,Belgyógyászat,1
094023704,01,Belgyógyászat,1
094024201,01,Belgyógyászat,1
094024202,01,Belgyógyászat,1
094024203,01,Belgyógyászat,1
094110101,01,Belgyógyászat,1
094110110,01,Belgyógyászat,1
094110131,01,Belgyógyászat,1
094110161,01,Belgyógyászat,1
094110162,01,Belgyógyászat,1
094110191,01,Belgyógyászat,1
094110192,01,Belgyógyászat,1
094110193,01,Belgyógyászat,1
094114203,01,Belgyógyászat,1
094120101,01,Belgyógyászat,1
094120104,01,Belgyógyászat,1
094120106,01,Belgyógyászat,1
094120107,01,Belgyógyászat,1
094120108,01,Belgyógyászat,1
094120111,01,Belgyógyászat,1
094120121,01,Belgyógyászat,1
094120122,01,Belgyógyászat,1
094120131,01,Belgyógyászat,1
094120135,01,Belgyógyászat,1
094120136,01,Belgyógyászat,1
094120137,01,Belgyógyászat,1
094120147,01,Belgyógyászat,1
094120148,01,Belgyógyászat,1
094120153,01,Belgyógyászat,1
094120154,01,Belgyógyászat,1
094120161,01,Belgyógyászat,1
094120164,01,Belgyógyászat,1
094120167,01,Belgyógyászat,1
094120172,01,Belgyógyászat,1
094120173,01,Belgyógyászat,1
094120174,01,Belgyógyászat,1
094120185,01,Belgyógyászat,1
094120186,01,Belgyógyászat,1
094122746,01,Belgyógyászat,1
094122747,01,Belgyógyászat,1
094122761,01,Belgyógyászat,1
094122774,01,Belgyógyászat,1
094122845,01,Belgyógyászat,1
094122848,01,Belgyógyászat,1
094122886,01,Belgyógyászat,1
094122914,01,Belgyógyászat,1
094122972,01,Belgyógyászat,1
094122985,01,Belgyógyászat,1
094123039,01,Belgyógyászat,1
094123044,01,Belgyógyászat,1
094123045,01,Belgyógyászat,1
094123046,01,Belgyógyászat,1
094123047,01,Belgyógyászat,1
094123048,01,Belgyógyászat,1
094123049,01,Belgyógyászat,1
094123061,01,Belgyógyászat,1
094123078,01,Belgyógyászat,1
094123147,01,Belgyógyászat,1
094123148,01,Belgyógyászat,1
094123154,01,Belgyógyászat,1
094123167,01,Belgyógyászat,1
094123168,01,Belgyógyászat,1
094123175,01,Belgyógyászat,1
094123747,01,Belgyógyászat,1
094124201,01,Belgyógyászat,1
094124202,01,Belgyógyászat,1
094125647,01,Belgyógyászat,1
094420101,01,Belgyógyászat,1
094420103,01,Belgyógyászat,1
094420105,01,Belgyógyászat,1
094420106,01,Belgyógyászat,1
094420107,01,Belgyógyászat,1
094420108,01,Belgyógyászat,1
094420109,01,Belgyógyászat,1
094420110,01,Belgyógyászat,1
094422701,01,Belgyógyászat,1
094422704,01,Belgyógyászat,1
094422801,01,Belgyógyászat,1
094422802,01,Belgyógyászat,1
094422804,01,Belgyógyászat,1
094422805,01,Belgyógyászat,1
094422806,01,Belgyógyászat,1
094422901,01,Belgyógyászat,1
094423005,01,Belgyógyászat,1
094423008,01,Belgyógyászat,1
09442300B,01,Belgyógyászat,1
09442300F,01,Belgyógyászat,1
09442300G,01,Belgyógyászat,1
094423010,01,Belgyógyászat,1
094423011,01,Belgyógyászat,1
094423012,01,Belgyógyászat,1
094423013,01,Belgyógyászat,1
094423014,01,Belgyógyászat,1
094423103,01,Belgyógyászat,1
094423106,01,Belgyógyászat,1
094423108,01,Belgyógyászat,1
094423109,01,Belgyógyászat,1
094423110,01,Belgyógyászat,1
094423701,01,Belgyógyászat,1
094423702,01,Belgyógyászat,1
094423703,01,Belgyógyászat,1
094423704,01,Belgyógyászat,1
100110101,01,Belgyógyászat,1
100110102,01,Belgyógyászat,1
100110103,01,Belgyógyászat,1
100120101,01,Belgyógyászat,1
100120102,01,Belgyógyászat,1
100120103,01,Belgyógyászat,1
100120111,01,Belgyógyászat,1
100120112,01,Belgyógyászat,1
100120113,01,Belgyógyászat,1
100120121,01,Belgyógyászat,1
100120122,01,Belgyógyászat,1
100120131,01,Belgyógyászat,1
100120132,01,Belgyógyászat,1
100120133,01,Belgyógyászat,1
100120141,01,Belgyógyászat,1
100122701,01,Belgyógyászat,1
100122801,01,Belgyógyászat,1
100123001,01,Belgyógyászat,1
100123002,01,Belgyógyászat,1
100123101,01,Belgyógyászat,1
100123701,01,Belgyógyászat,1
100200100,01,Belgyógyászat,1
100200110,01,Belgyógyászat,1
100210100,01,Belgyógyászat,1
100210101,01,Belgyógyászat,1
100210191,01,Belgyógyászat,1
100210192,01,Belgyógyászat,1
100220100,01,Belgyógyászat,1
100220101,01,Belgyógyászat,1
100220102,01,Belgyógyászat,1
100220104,01,Belgyógyászat,1
100220105,01,Belgyógyászat,1
100220106,01,Belgyógyászat,1
100220107,01,Belgyógyászat,1
100220108,01,Belgyógyászat,1
100220110,01,Belgyógyászat,1
100223101,01,Belgyógyászat,1
100225602,01,Belgyógyászat,1
100226199,01,Belgyógyászat,1
100253101,01,Belgyógyászat,1
100320101,01,Belgyógyászat,1
100320102,01,Belgyógyászat,1
100320104,01,Belgyógyászat,1
100322700,01,Belgyógyászat,1
100322801,01,Belgyógyászat,1
100323000,01,Belgyógyászat,1
100323101,01,Belgyógyászat,1
100325650,01,Belgyógyászat,1
100326102,01,Belgyógyászat,1
100326199,01,Belgyógyászat,1
101120101,01,Belgyógyászat,1
101120102,01,Belgyógyászat,1
101120103,01,Belgyógyászat,1
101120105,01,Belgyógyászat,1
101120106,01,Belgyógyászat,1
101120111,01,Belgyógyászat,1
101122701,01,Belgyógyászat,1
101122801,01,Belgyógyászat,1
101123001,01,Belgyógyászat,1
101123002,01,Belgyógyászat,1
101123003,01,Belgyógyászat,1
101123004,01,Belgyógyászat,1
101123101,01,Belgyógyászat,1
101123102,01,Belgyógyászat,1
101123103,01,Belgyógyászat,1
101123701,01,Belgyógyászat,1
1011S0104,01,Belgyógyászat,1
101220100,01,Belgyógyászat,1
101220101,01,Belgyógyászat,1
101220105,01,Belgyógyászat,1
101220106,01,Belgyógyászat,1
101220108,01,Belgyógyászat,1
101223101,01,Belgyógyászat,1
101820101,01,Belgyógyászat,1
101820102,01,Belgyógyászat,1
101822801,01,Belgyógyászat,1
101823000,01,Belgyógyászat,1
101823101,01,Belgyógyászat,1
102020101,01,Belgyógyászat,1
102120100,01,Belgyógyászat,1
102120101,01,Belgyógyászat,1
102123100,01,Belgyógyászat,1
102220101,01,Belgyógyászat,1
1022B0101,01,Belgyógyászat,1
102320101,01,Belgyógyászat,1
102320102,01,Belgyógyászat,1
102320123,01,Belgyógyászat,1
102424211,01,Belgyógyászat,1
102520123,01,Belgyógyászat,1
102521001,01,Belgyógyászat,1
103520101,01,Belgyógyászat,1
103520102,01,Belgyógyászat,1
103520103,01,Belgyógyászat,1
103520104,01,Belgyógyászat,1
103520105,01,Belgyógyászat,1
103520106,01,Belgyógyászat,1
103520107,01,Belgyógyászat,1
103522801,01,Belgyógyászat,1
103523000,01,Belgyógyászat,1
103523101,01,Belgyógyászat,1
103523102,01,Belgyógyászat,1
103620101,01,Belgyógyászat,1
103620123,01,Belgyógyászat,1
103720100,01,Belgyógyászat,1
103720101,01,Belgyógyászat,1
103720105,01,Belgyógyászat,1
103720106,01,Belgyógyászat,1
103720108,01,Belgyógyászat,1
103720123,01,Belgyógyászat,1
103723101,01,Belgyógyászat,1
105120100,01,Belgyógyászat,1
105120101,01,Belgyógyászat,1
105120104,01,Belgyógyászat,1
105120110,01,Belgyógyászat,1
105123101,01,Belgyógyászat,1
105712002,01,Belgyógyászat,1
105712003,01,Belgyógyászat,1
105712004,01,Belgyógyászat,1
105712005,01,Belgyógyászat,1
105712007,01,Belgyógyászat,1
105722003,01,Belgyógyászat,1
105723003,01,Belgyógyászat,1
105723013,01,Belgyógyászat,1
105725621,01,Belgyógyászat,1
108922801,01,Belgyógyászat,1
108923001,01,Belgyógyászat,1
108923002,01,Belgyógyászat,1
108923701,01,Belgyógyászat,1
10892G311,01,Belgyógyászat,1
10C920111,01,Belgyógyászat,1
10C920141,01,Belgyógyászat,1
10C922701,01,Belgyógyászat,1
10C922801,01,Belgyógyászat,1
10C923001,01,Belgyógyászat,1
10C923002,01,Belgyógyászat,1
10C923101,01,Belgyógyászat,1
10C923701,01,Belgyógyászat,1
110071107,01,Belgyógyászat,1
110074201,01,Belgyógyászat,1
110074202,01,Belgyógyászat,1
110110101,01,Belgyógyászat,1
110110121,01,Belgyógyászat,1
110110131,01,Belgyógyászat,1
110112101,01,Belgyógyászat,1
110112103,01,Belgyógyászat,1
110112301,01,Belgyógyászat,1
110120101,01,Belgyógyászat,1
110120102,01,Belgyógyászat,1
110120103,01,Belgyógyászat,1
110120104,01,Belgyógyászat,1
110120108,01,Belgyógyászat,1
110120123,01,Belgyógyászat,1
110120124,01,Belgyógyászat,1
110120125,01,Belgyógyászat,1
110120127,01,Belgyógyászat,1
110122801,01,Belgyógyászat,1
110122901,01,Belgyógyászat,1
110123001,01,Belgyógyászat,1
110123002,01,Belgyógyászat,1
110123101,01,Belgyógyászat,1
110123102,01,Belgyógyászat,1
110123701,01,Belgyógyászat,1
110125650,01,Belgyógyászat,1
110126199,01,Belgyógyászat,1
110126901,01,Belgyógyászat,1
110210101,01,Belgyógyászat,1
110210104,01,Belgyógyászat,1
110210121,01,Belgyógyászat,1
110210181,01,Belgyógyászat,1
110210191,01,Belgyógyászat,1
110220101,01,Belgyógyászat,1
110220102,01,Belgyógyászat,1
110220103,01,Belgyógyászat,1
110220104,01,Belgyógyászat,1
110220105,01,Belgyógyászat,1
110220109,01,Belgyógyászat,1
110220110,01,Belgyógyászat,1
110220114,01,Belgyógyászat,1
110220121,01,Belgyógyászat,1
110220131,01,Belgyógyászat,1
110220142,01,Belgyógyászat,1
110220181,01,Belgyógyászat,1
110220191,01,Belgyógyászat,1
110222801,01,Belgyógyászat,1
110222901,01,Belgyógyászat,1
110223101,01,Belgyógyászat,1
110223102,01,Belgyógyászat,1
110223701,01,Belgyógyászat,1
110226199,01,Belgyógyászat,1
11022A901,01,Belgyógyászat,1
11022DI01,01,Belgyógyászat,1
110290138,01,Belgyógyászat,1
110290140,01,Belgyógyászat,1
110310100,01,Belgyógyászat,1
110320100,01,Belgyógyászat,1
110320101,01,Belgyógyászat,1
110320123,01,Belgyógyászat,1
110323001,01,Belgyógyászat,1
110323100,01,Belgyógyászat,1
110323101,01,Belgyógyászat,1
110326901,01,Belgyógyászat,1
110410100,01,Belgyógyászat,1
110420100,01,Belgyógyászat,1
110420101,01,Belgyógyászat,1
110420102,01,Belgyógyászat,1
110420103,01,Belgyógyászat,1
110420106,01,Belgyógyászat,1
110420107,01,Belgyógyászat,1
110420108,01,Belgyógyászat,1
110420109,01,Belgyógyászat,1
110422910,01,Belgyógyászat,1
110423001,01,Belgyógyászat,1
110423100,01,Belgyógyászat,1
110424000,01,Belgyógyászat,1
1104B0139,01,Belgyógyászat,1
1104B0157,01,Belgyógyászat,1
110520101,01,Belgyógyászat,1
110523101,01,Belgyógyászat,1
110610100,01,Belgyógyászat,1
110612102,01,Belgyógyászat,1
110620100,01,Belgyógyászat,1
110620101,01,Belgyógyászat,1
110620102,01,Belgyógyászat,1
110620104,01,Belgyógyászat,1
110623001,01,Belgyógyászat,1
110623100,01,Belgyógyászat,1
110623101,01,Belgyógyászat,1
110625650,01,Belgyógyászat,1
110690156,01,Belgyógyászat,1
112020101,01,Belgyógyászat,1
112030101,01,Belgyógyászat,1
112033103,01,Belgyógyászat,1
112033104,01,Belgyógyászat,1
112090132,01,Belgyógyászat,1
112090133,01,Belgyógyászat,1
112120101,01,Belgyógyászat,1
112123101,01,Belgyógyászat,1
112125620,01,Belgyógyászat,1
112125650,01,Belgyógyászat,1
11212DI01,01,Belgyógyászat,1
112190141,01,Belgyógyászat,1
112220101,01,Belgyógyászat,1
112220102,01,Belgyógyászat,1
112323101,01,Belgyógyászat,1
112420101,01,Belgyógyászat,1
112423101,01,Belgyógyászat,1
112620101,01,Belgyógyászat,1
112620102,01,Belgyógyászat,1
113220101,01,Belgyógyászat,1
113223101,01,Belgyógyászat,1
11322DI01,01,Belgyógyászat,1
120071121,01,Belgyógyászat,1
120074200,01,Belgyógyászat,1
120110101,01,Belgyógyászat,1
120110102,01,Belgyógyászat,1
120110103,01,Belgyógyászat,1
120120101,01,Belgyógyászat,1
120120104,01,Belgyógyászat,1
120120105,01,Belgyógyászat,1
120120106,01,Belgyógyászat,1
120120107,01,Belgyógyászat,1
120120108,01,Belgyógyászat,1
120120109,01,Belgyógyászat,1
120120110,01,Belgyógyászat,1
120120112,01,Belgyógyászat,1
120120113,01,Belgyógyászat,1
120122801,01,Belgyógyászat,1
120123001,01,Belgyógyászat,1
120123101,01,Belgyógyászat,1
120123701,01,Belgyógyászat,1
120125602,01,Belgyógyászat,1
120125620,01,Belgyógyászat,1
120125621,01,Belgyógyászat,1
120125650,01,Belgyógyászat,1
120125651,01,Belgyógyászat,1
120126199,01,Belgyógyászat,1
1201M3101,01,Belgyógyászat,1
120210101,01,Belgyógyászat,1
120210111,01,Belgyógyászat,1
120220100,01,Belgyógyászat,1
120220101,01,Belgyógyászat,1
120220102,01,Belgyógyászat,1
120220103,01,Belgyógyászat,1
120220104,01,Belgyógyászat,1
120220105,01,Belgyógyászat,1
120220107,01,Belgyógyászat,1
120220110,01,Belgyógyászat,1
120220115,01,Belgyógyászat,1
120222800,01,Belgyógyászat,1
120223001,01,Belgyógyászat,1
120223101,01,Belgyógyászat,1
120223102,01,Belgyógyászat,1
120223103,01,Belgyógyászat,1
120223104,01,Belgyógyászat,1
120223111,01,Belgyógyászat,1
120225617,01,Belgyógyászat,1
120226199,01,Belgyógyászat,1
120230101,01,Belgyógyászat,1
120230102,01,Belgyógyászat,1
120230104,01,Belgyógyászat,1
120230107,01,Belgyógyászat,1
120230115,01,Belgyógyászat,1
120233103,01,Belgyógyászat,1
120233104,01,Belgyógyászat,1
120310101,01,Belgyógyászat,1
120320101,01,Belgyógyászat,1
120320104,01,Belgyógyászat,1
120320106,01,Belgyógyászat,1
120320107,01,Belgyógyászat,1
120320115,01,Belgyógyászat,1
120323001,01,Belgyógyászat,1
120323002,01,Belgyógyászat,1
120323101,01,Belgyógyászat,1
120323102,01,Belgyógyászat,1
1203S0102,01,Belgyógyászat,1
120450100,01,Belgyógyászat,1
120480110,01,Belgyógyászat,1
122020100,01,Belgyógyászat,1
1220N0102,01,Belgyógyászat,1
122120101,01,Belgyógyászat,1
122120103,01,Belgyógyászat,1
1221N0102,01,Belgyógyászat,1
130064201,01,Belgyógyászat,1
130110101,01,Belgyógyászat,1
130110107,01,Belgyógyászat,1
130110121,01,Belgyógyászat,1
130110122,01,Belgyógyászat,1
130120101,01,Belgyógyászat,1
130120102,01,Belgyógyászat,1
130120103,01,Belgyógyászat,1
130120104,01,Belgyógyászat,1
130120105,01,Belgyógyászat,1
130120106,01,Belgyógyászat,1
130120129,01,Belgyógyászat,1
130120131,01,Belgyógyászat,1
130120132,01,Belgyógyászat,1
130120151,01,Belgyógyászat,1
130120152,01,Belgyógyászat,1
130120153,01,Belgyógyászat,1
130120154,01,Belgyógyászat,1
130120155,01,Belgyógyászat,1
130120156,01,Belgyógyászat,1
130120157,01,Belgyógyászat,1
130120158,01,Belgyógyászat,1
130120191,01,Belgyógyászat,1
130120192,01,Belgyógyászat,1
130122801,01,Belgyógyászat,1
130122802,01,Belgyógyászat,1
130123001,01,Belgyógyászat,1
130123002,01,Belgyógyászat,1
130123003,01,Belgyógyászat,1
130123004,01,Belgyógyászat,1
130123101,01,Belgyógyászat,1
130123102,01,Belgyógyászat,1
130123103,01,Belgyógyászat,1
130123139,01,Belgyógyászat,1
130123701,01,Belgyógyászat,1
130123754,01,Belgyógyászat,1
130124231,01,Belgyógyászat,1
130125621,01,Belgyógyászat,1
130210101,01,Belgyógyászat,1
130210102,01,Belgyógyászat,1
130220101,01,Belgyógyászat,1
130220102,01,Belgyógyászat,1
130220103,01,Belgyógyászat,1
130220104,01,Belgyógyászat,1
130220105,01,Belgyógyászat,1
130220106,01,Belgyógyászat,1
130222801,01,Belgyógyászat,1
130223001,01,Belgyógyászat,1
130223101,01,Belgyógyászat,1
130223701,01,Belgyógyászat,1
130223702,01,Belgyógyászat,1
130225650,01,Belgyógyászat,1
130225651,01,Belgyógyászat,1
130226199,01,Belgyógyászat,1
130310101,01,Belgyógyászat,1
130310102,01,Belgyógyászat,1
130320101,01,Belgyógyászat,1
130320102,01,Belgyógyászat,1
130320151,01,Belgyógyászat,1
130322701,01,Belgyógyászat,1
130323001,01,Belgyógyászat,1
130323101,01,Belgyógyászat,1
130323104,01,Belgyógyászat,1
130325601,01,Belgyógyászat,1
130325621,01,Belgyógyászat,1
130410111,01,Belgyógyászat,1
130410112,01,Belgyógyászat,1
130410121,01,Belgyógyászat,1
130410122,01,Belgyógyászat,1
130410132,01,Belgyógyászat,1
130420102,01,Belgyógyászat,1
130420110,01,Belgyógyászat,1
130420111,01,Belgyógyászat,1
130420120,01,Belgyógyászat,1
130420121,01,Belgyógyászat,1
130422801,01,Belgyógyászat,1
130423001,01,Belgyógyászat,1
130423002,01,Belgyógyászat,1
130423003,01,Belgyógyászat,1
130423101,01,Belgyógyászat,1
130423102,01,Belgyógyászat,1
130423103,01,Belgyógyászat,1
130423701,01,Belgyógyászat,1
130425620,01,Belgyógyászat,1
130425650,01,Belgyógyászat,1
130426199,01,Belgyógyászat,1
130624005,01,Belgyógyászat,1
130625620,01,Belgyógyászat,1
130910104,01,Belgyógyászat,1
130910107,01,Belgyógyászat,1
130910111,01,Belgyógyászat,1
130910191,01,Belgyógyászat,1
130911701,01,Belgyógyászat,1
130920101,01,Belgyógyászat,1
130920102,01,Belgyógyászat,1
130920103,01,Belgyógyászat,1
130920104,01,Belgyógyászat,1
130920106,01,Belgyógyászat,1
130920107,01,Belgyógyászat,1
130920109,01,Belgyógyászat,1
130920111,01,Belgyógyászat,1
130920112,01,Belgyógyászat,1
130920113,01,Belgyógyászat,1
130920114,01,Belgyógyászat,1
130920117,01,Belgyógyászat,1
130920121,01,Belgyógyászat,1
130920122,01,Belgyógyászat,1
130920171,01,Belgyógyászat,1
130921701,01,Belgyógyászat,1
130922700,01,Belgyógyászat,1
130922701,01,Belgyógyászat,1
130922702,01,Belgyógyászat,1
130922800,01,Belgyógyászat,1
130923001,01,Belgyógyászat,1
130923002,01,Belgyógyászat,1
130923004,01,Belgyógyászat,1
130923006,01,Belgyógyászat,1
130923101,01,Belgyógyászat,1
130925620,01,Belgyógyászat,1
130930111,01,Belgyógyászat,1
130930117,01,Belgyógyászat,1
130930122,01,Belgyógyászat,1
130930124,01,Belgyógyászat,1
130930126,01,Belgyógyászat,1
130930131,01,Belgyógyászat,1
1309m5620,01,Belgyógyászat,1
131010110,01,Belgyógyászat,1
131010120,01,Belgyógyászat,1
131010130,01,Belgyógyászat,1
131020118,01,Belgyógyászat,1
131020129,01,Belgyógyászat,1
131020139,01,Belgyógyászat,1
131023103,01,Belgyógyászat,1
131023139,01,Belgyógyászat,1
132020101,01,Belgyógyászat,1
132020102,01,Belgyógyászat,1
132020104,01,Belgyógyászat,1
1320G3104,01,Belgyógyászat,1
1320M3103,01,Belgyógyászat,1
1320N3101,01,Belgyógyászat,1
1320S3102,01,Belgyógyászat,1
132120101,01,Belgyógyászat,1
132120102,01,Belgyógyászat,1
132120104,01,Belgyógyászat,1
132123001,01,Belgyógyászat,1
132123002,01,Belgyógyászat,1
132123101,01,Belgyógyászat,1
132123128,01,Belgyógyászat,1
132125601,01,Belgyógyászat,1
132220101,01,Belgyógyászat,1
132220102,01,Belgyógyászat,1
132220104,01,Belgyógyászat,1
132220131,01,Belgyógyászat,1
132222701,01,Belgyógyászat,1
132222702,01,Belgyógyászat,1
132223001,01,Belgyógyászat,1
132223101,01,Belgyógyászat,1
1322N0101,01,Belgyógyászat,1
1322N0102,01,Belgyógyászat,1
1322N0103,01,Belgyógyászat,1
132320101,01,Belgyógyászat,1
132320102,01,Belgyógyászat,1
132320103,01,Belgyógyászat,1
132322701,01,Belgyógyászat,1
132323001,01,Belgyógyászat,1
132323101,01,Belgyógyászat,1
132323102,01,Belgyógyászat,1
132323114,01,Belgyógyászat,1
132325620,01,Belgyógyászat,1
132420101,01,Belgyógyászat,1
132420102,01,Belgyógyászat,1
132420103,01,Belgyógyászat,1
132420104,01,Belgyógyászat,1
132425620,01,Belgyógyászat,1
132520101,01,Belgyógyászat,1
132520102,01,Belgyógyászat,1
132520104,01,Belgyógyászat,1
132520107,01,Belgyógyászat,1
132520114,01,Belgyógyászat,1
132522701,01,Belgyógyászat,1
132522901,01,Belgyógyászat,1
132523001,01,Belgyógyászat,1
132523101,01,Belgyógyászat,1
132525620,01,Belgyógyászat,1
132525621,01,Belgyógyászat,1
132525650,01,Belgyógyászat,1
132525651,01,Belgyógyászat,1
1325G3102,01,Belgyógyászat,1
1325N3101,01,Belgyógyászat,1
132620001,01,Belgyógyászat,1
132620101,01,Belgyógyászat,1
132622701,01,Belgyógyászat,1
132622702,01,Belgyógyászat,1
132623001,01,Belgyógyászat,1
132625607,01,Belgyógyászat,1
132625621,01,Belgyógyászat,1
132720101,01,Belgyógyászat,1
132720104,01,Belgyógyászat,1
132720106,01,Belgyógyászat,1
132723001,01,Belgyógyászat,1
132723101,01,Belgyógyászat,1
132723111,01,Belgyógyászat,1
132820100,01,Belgyógyászat,1
132820101,01,Belgyógyászat,1
132823101,01,Belgyógyászat,1
132823102,01,Belgyógyászat,1
132825620,01,Belgyógyászat,1
13282DI01,01,Belgyógyászat,1
1328D6315,01,Belgyógyászat,1
132920100,01,Belgyógyászat,1
132923100,01,Belgyógyászat,1
132925600,01,Belgyógyászat,1
133020101,01,Belgyógyászat,1
133020104,01,Belgyógyászat,1
133020109,01,Belgyógyászat,1
133020123,01,Belgyógyászat,1
133020124,01,Belgyógyászat,1
13302DI01,01,Belgyógyászat,1
1330N0100,01,Belgyógyászat,1
1330N0123,01,Belgyógyászat,1
133120100,01,Belgyógyászat,1
133120101,01,Belgyógyászat,1
133120102,01,Belgyógyászat,1
133120103,01,Belgyógyászat,1
133120104,01,Belgyógyászat,1
133120105,01,Belgyógyászat,1
133120106,01,Belgyógyászat,1
133120107,01,Belgyógyászat,1
133120108,01,Belgyógyászat,1
133120116,01,Belgyógyászat,1
133122901,01,Belgyógyászat,1
133122902,01,Belgyógyászat,1
133123001,01,Belgyógyászat,1
133123002,01,Belgyógyászat,1
133123100,01,Belgyógyászat,1
133123101,01,Belgyógyászat,1
133123102,01,Belgyógyászat,1
133123103,01,Belgyógyászat,1
1331N0100,01,Belgyógyászat,1
133220100,01,Belgyógyászat,1
133220101,01,Belgyógyászat,1
133320101,01,Belgyógyászat,1
133320107,01,Belgyógyászat,1
133320131,01,Belgyógyászat,1
133320161,01,Belgyógyászat,1
133322701,01,Belgyógyászat,1
133322719,01,Belgyógyászat,1
133322901,01,Belgyógyászat,1
133322931,01,Belgyógyászat,1
133323101,01,Belgyógyászat,1
133323153,01,Belgyógyászat,1
133325611,01,Belgyógyászat,1
133325621,01,Belgyógyászat,1
133325623,01,Belgyógyászat,1
133325650,01,Belgyógyászat,1
133420101,01,Belgyógyászat,1
133420102,01,Belgyógyászat,1
133420103,01,Belgyógyászat,1
133420104,01,Belgyógyászat,1
133420105,01,Belgyógyászat,1
133420106,01,Belgyógyászat,1
133420107,01,Belgyógyászat,1
133420114,01,Belgyógyászat,1
133425601,01,Belgyógyászat,1
133425620,01,Belgyógyászat,1
13342DI01,01,Belgyógyászat,1
133520101,01,Belgyógyászat,1
133520102,01,Belgyógyászat,1
133520103,01,Belgyógyászat,1
133520104,01,Belgyógyászat,1
133520105,01,Belgyógyászat,1
133522701,01,Belgyógyászat,1
133523000,01,Belgyógyászat,1
133523001,01,Belgyógyászat,1
133523101,01,Belgyógyászat,1
133523102,01,Belgyógyászat,1
133523103,01,Belgyógyászat,1
1335N0103,01,Belgyógyászat,1
133820101,01,Belgyógyászat,1
134420101,01,Belgyógyászat,1
134520101,01,Belgyógyászat,1
134520151,01,Belgyógyászat,1
134520161,01,Belgyógyászat,1
134523001,01,Belgyógyászat,1
134523101,01,Belgyógyászat,1
134523161,01,Belgyógyászat,1
134523701,01,Belgyógyászat,1
13452EN01,01,Belgyógyászat,1
1345P0102,01,Belgyógyászat,1
134824211,01,Belgyógyászat,1
134824221,01,Belgyógyászat,1
134824222,01,Belgyógyászat,1
137320101,01,Belgyógyászat,1
137322901,01,Belgyógyászat,1
137323101,01,Belgyógyászat,1
137423001,01,Belgyógyászat,1
13B220101,01,Belgyógyászat,1
13B220102,01,Belgyógyászat,1
13B220103,01,Belgyógyászat,1
13B220104,01,Belgyógyászat,1
